send_time_ms,snapshot_id,seq_num,clients_count,cpu_percent,payload_bytes
1766490006096,154,154,0,0.0,303
1766490006146,155,155,0,0.0,303
1766490006196,156,156,0,0.0,303
1766490006247,157,157,0,0.0,303
1766490006297,158,158,0,0.0,303
1766490006348,159,159,0,0.0,303
1766490006398,160,160,0,0.0,303
1766490006448,161,161,0,0.0,303
1766490006498,162,162,0,0.0,303
1766490006548,163,163,0,0.0,303
1766490006598,164,164,0,0.0,303
1766490006649,165,165,0,0.0,303
1766490006699,166,166,0,0.0,303
1766490006749,167,167,0,0.0,303
1766490006800,168,168,0,31.1,303
1766490006850,169,169,0,0.0,303
1766490006900,170,170,0,0.0,303
1766490006950,171,171,0,0.0,303
1766490007001,172,172,0,0.0,303
1766490007051,173,173,0,0.0,303
1766490007101,174,174,0,0.0,303
1766490007151,175,175,0,0.0,303
1766490007202,176,176,0,0.0,303
1766490007252,177,177,0,0.0,303
1766490007302,178,178,0,0.0,303
1766490007353,179,179,0,0.0,303
1766490007403,180,180,0,0.0,303
1766490007453,181,181,0,0.0,303
1766490007504,182,182,0,0.0,303
1766490007554,183,183,0,0.0,303
1766490007604,184,184,0,0.0,303
1766490007654,185,185,0,0.0,303
1766490007704,186,186,0,0.0,303
1766490007755,187,187,0,0.0,303
1766490007805,188,188,0,0.0,303
1766490007855,189,189,0,0.0,303
1766490007905,190,190,0,0.0,303
1766490007956,191,191,0,31.2,303
1766490008006,192,192,0,0.0,303
1766490008057,193,193,0,0.0,303
1766490008107,194,194,0,0.0,303
1766490008157,195,195,0,0.0,303
1766490008207,196,196,0,0.0,303
1766490008258,197,197,0,0.0,303
1766490008308,198,198,0,0.0,303
1766490008358,199,199,0,0.0,303
1766490008409,200,200,0,0.0,303
1766490008460,201,201,0,0.0,303
1766490008515,202,202,0,0.0,303
1766490008565,203,203,0,0.0,303
1766490008615,204,204,0,0.0,303
1766490008665,205,205,0,0.0,303
1766490008716,206,206,0,0.0,303
1766490008766,207,207,0,0.0,303
1766490008817,208,208,0,0.0,303
1766490008867,209,209,0,0.0,303
1766490008917,210,210,0,0.0,303
1766490008967,211,211,0,0.0,303
1766490009018,212,212,0,0.0,303
1766490009068,213,213,0,0.0,303
1766490009118,214,214,0,0.0,303
1766490009168,215,215,0,0.0,303
1766490009219,216,216,0,0.0,303
1766490009269,217,217,0,0.0,303
1766490009319,218,218,0,0.0,303
1766490009369,219,219,0,0.0,303
1766490009420,220,220,0,0.0,303
1766490009470,221,221,0,0.0,303
1766490009520,222,222,0,0.0,303
1766490009570,223,223,0,0.0,303
1766490009621,224,224,0,0.0,303
1766490009671,225,225,0,0.0,303
1766490009721,226,226,0,0.0,303
1766490009772,227,227,0,0.0,303
1766490009822,228,228,0,0.0,303
1766490009872,229,229,0,0.0,303
1766490009923,230,230,0,0.0,303
1766490009973,231,231,0,0.0,303
1766490010024,232,232,0,0.0,303
1766490010074,233,233,0,0.0,303
1766490010124,234,234,0,0.0,303
1766490010174,235,235,0,0.0,303
1766490010224,236,236,0,0.0,303
1766490010275,237,237,0,0.0,303
1766490010325,238,238,0,0.0,303
1766490010375,239,239,0,0.0,303
1766490010425,240,240,0,0.0,303
1766490010475,241,241,0,0.0,303
1766490010526,242,242,0,0.0,303
1766490010576,243,243,0,0.0,303
1766490010626,244,244,0,0.0,303
1766490010677,245,245,0,0.0,303
1766490010727,246,246,0,0.0,303
1766490010777,247,247,0,0.0,303
1766490010827,248,248,0,0.0,303
1766490010878,249,249,0,31.1,303
1766490010929,250,250,0,0.0,303
1766490010979,251,251,0,0.0,303
1766490011029,252,252,0,0.0,303
1766490011079,253,253,0,0.0,303
1766490011130,254,254,0,0.0,303
1766490011180,255,255,0,0.0,303
1766490011231,256,256,0,0.0,303
1766490011281,257,257,0,0.0,303
1766490011331,258,258,0,31.2,303
1766490011381,259,259,0,0.0,303
1766490011431,260,260,0,0.0,303
1766490011481,261,261,0,0.0,303
1766490011532,262,262,0,0.0,303
1766490011582,263,263,0,0.0,303
1766490011633,264,264,0,0.0,303
1766490011683,265,265,0,0.0,303
1766490011733,266,266,0,0.0,303
1766490011784,267,267,0,0.0,303
1766490011835,268,268,0,0.0,303
1766490011885,269,269,0,0.0,303
1766490011936,270,270,0,0.0,303
1766490011987,271,271,0,0.0,303
1766490012038,272,272,0,0.0,303
1766490012088,273,273,0,0.0,303
1766490012138,274,274,0,0.0,303
1766490012188,275,275,0,0.0,303
1766490012239,276,276,0,0.0,303
1766490012289,277,277,0,0.0,303
1766490012339,278,278,0,0.0,303
1766490012389,279,279,0,0.0,303
1766490012440,280,280,0,0.0,303
1766490012490,281,281,0,0.0,303
1766490012541,282,282,0,0.0,303
1766490012591,283,283,0,0.0,303
1766490012642,284,284,0,0.0,303
